,title,company,link,task,qualification,preferred
0,"[쿠팡페이] Principal, Business Analyst (Fintech BA)",쿠팡,https://www.wanted.co.kr/wd/65454,"쿠팡 페이의 Business Analyst는 최상의 고객 경험을 창출하기 위해 수백만의 데이터와 실험 결과를 분석하여 인사이트를 찾아 제품에 기여하고, 또한 운영 리포트를 통하여, 성과를 측정합니다. 또한 고객을 이해할 수 있도록 도와주며, 복잡한 비즈니스 질문에 대한 답을 제공합니다. 저희와 함께 최고의 고객 경험을 만드실 열정 있는 분을 찾고 있습니다. 

업무 내용: 

• 데이터 기반의 의사결정을 위해 Product Owner, Designer, Engineer, Business Stakeholder와 협업  
• 주간, 월간, 분기별 비즈니스 리포트 생성 및 관리, 여러 팀과 협업하여 high-level 인사이트를 도출, 이를 주요 Stakeholder와 임원진에 제시 
• 사고적 리더십(Thought Leadership)을 발휘하며 SME (Subject Matter Expert)의 역할수행  
• 새로운 데이터 관점과 인사이트를 통해서 최고의 결제 경험을 창출하도록 기여","• 5년 이상의 데이터 분석 관련 경험 
• 빅데이터 분석 환경에 대한 경험과 이해도가 있는분 (Hive, Hadoop, Presto 등) 
• 로그 수준의 데이터 수집/가공부터 분석까지의 전체 프로세스를 경험 
• SQL, Excel, Python, R/SAS 등 통계 분석용 소프트웨어 활용 경험 
• Tableau, Power BI 등 데이터 시각화 툴 사용 경험 
• 데이터와 인사이트를 구체적이고 실행 가능한 제안으로 발전시킨 경험 
• 복잡한 분석 내용을 명확하고 명료하게 구두 및 서면으로 전달하는 능력  
• 역동적이고 빠르게 변하는 환경에서 신속하게 사고 및 대응하며, 오너십을 가지고 자발적으로 행동하는 사람 
• 뛰어난 비판적 사고와 섬세함으로 정형화되지 않은 문제를 해결하는 역량","• 물리학, 통계학, 수학, 컴퓨터공학 석사 학위 혹은 해당 분야에서 그에 준하는 경험 
• 이커머스 프로덕트, 핀테크 프로덕트 분석 경험 
• Hadoop, Spark 및 Presto와 같은 빅데이터 기술 사용 경험 
• 유창한 영어, 한국어 구술 및 작문 실력"
1,런드리고 데이터 분석가,의식주컴퍼니,https://www.wanted.co.kr/wd/65726,"1. 의사결정 지원을 위한 분석 모델링
- 분석 모델링 수행, 고객 분석주제(Use Case) 도출
- 데이터 분석 프로젝트 수행, 지원
- 분석 모델링, 모델 평가, 모델 전개 등 분석기법 적용, 실행지원
- R, Python, SQL 등을 통한 정형/비정형 데이터 추출, 가공, 분석, Visualization, 레포팅

2. 머신러닝 분석을 통한 비즈니스 인사이트 도출
- 가치창출을 위한 비즈니스 문제 정의 및 해결
- C레벨 대상 Pre-Sales","- IT분야 경력 4년 이상(3~4년)
- 통계분석 알고리즘 이해 및 활용능력 (데이터 마이닝, 머신러닝 전문지식)
- 데이터분석 및 시각화 툴(R, Python, Splunk, Tableau) 활용능력 중급이상
- 도출된 분석결과를 논리적, 체계적으로 보고할 수 있는 능력
- 다양한 고객과의 커뮤니케이션 및 제안 능력","- 빅데이터 분석 프로젝트 수행 경험자 우대 (마케팅, 제조, 물류, 서비스)
- 수학/통계/컴퓨터공학/산업공학 등 AI 유관 전공 석/박사 우대
- 데이터 전문가, 빅데이터 플랫폼 사용 경험자 우대
- 고급분석(XAI, 앙상블 모델링, 딥러닝, Auto ML, 베이시안 최적화 등) 수행 경험자 우대"
2,Head of Growth,프로젝트바닐라,https://www.wanted.co.kr/wd/69930,"• 프로젝트바닐라의 서비스 핵심 지표 관리 및 데이터 분석
• 다양한 실험을 통해 고객 funnel별 conversion을 높일 수 있는 최적의 마케팅 방식을 찾고 이를 바탕으로 사용자 및 거래 볼륨 등 회사의 양적 성장을 주도
• 유저 데이터 분석을 통해 주요 지표 개선 또는 신규 서비스와 관련한 다양한 인사이트를 도출하고 이를 회사의 목표와 연결하는 임무
• 연간/ 분기별 전사 마케팅 전략 및 예산 수립/ 실행","• 빠르게 성장하는 조직에서 마케팅, 데이터 분석, 또는 사업 기획 업무를 경험하신 분
• GA, Applsflyer, Facebook Analytics 등 데이터 분석 툴을 활용해 각종 지표를 개선한 경험이 있으신 분
• 다양한 데이터 분석 경험을 넘어 갖고 노는 경지에 이르신 분
• 5인 이상의 팀을 이끌어 본 경험이 있으신 분","• B2C 분야 신규 서비스 런칭 경험이 있으신 분
• 금융 투자 분야에 대한 이해도가 높으신 분"
3,전략기획 전문가,해줌,https://www.wanted.co.kr/wd/49216,"• 전사/서비스별 중장기 전략 기획 및 로드맵 수립
• KPI 지표 관리 및 추진 현황 모니터링
• 사업방향성 수립을 위한 인사이트 제공
• 데이터 분석을 통한 비즈니스 의사결정 지원
• 신규 사업 개발 및 지원","• 유관 경력 7년 이상
• 시장 조사 및 데이터 분석을 통해 서비스 문제를 진단하고 해결할 수 있는 분
• 도큐멘테이션, 리포팅 및 프레젠테이션 역량을 갖춘 분","• 스타트업, IT업계에서의 전략수립 경험
• 태양광, 전력, 에너지 시장에 대한 이해
• 원활한 대인관계 및 커뮤니케이션 능력"
4,[우아한청년들] 운행 데이터 분석 및 서비스 개선 담당자(3년 이상),우아한형제들(배달의민족),https://www.wanted.co.kr/wd/60917,"- 배민라이더스 배달데이터 분석 및 개선/이슈 파악
- 배달품질 모니터링 및 실시간 운영 대응
- 운행관련 KPI 달성을 위한 기획 및 운영 활동","- 데이터 분석을 통해 인사이트를 도출해내고, 결과로 정리가 가능하신 분
- 엑셀 등 데이터 분석 툴 활용에 능숙하신 분","- 숫자 기반의 논리적 추론과 결과를 바탕으로 사업적 측면에서 커뮤니케이션 역량을 갖춘 분
- 지표들을 통한 분석이 가능하고, 데이터와 숫자를 통한 인사이트가 뛰어나신 분
- 배달에 대한 이해도가 높거나, 관련 산업을 경험해본 분"
5,[아이디어스] Business Data Analyst,백패커(idus),https://www.wanted.co.kr/wd/69506,"• 비지니스 데이터 분석 및 BI 대시보드 운영
• 마케팅 주요 지표 정의/관리 및 성과 분석
• 퍼포먼스/CRM 마케팅 성과 향상을 위한 데이터 인사이트 발굴
• 고객 데이터 분석을 통한 마케팅 전략 수립 및 지원","• 데이터 분석 실무 (2년이상)
• SQL 활용 능력 (SQL 기술 면접 진행)
• 데이터를 명확하고 쉽게 전달할 수 있는 커뮤니케이션 능력
• 데이터 기반 인사이트를 서비스에 적용할 수 있는 비즈니스 논리 보유
• 데이터에 지나치게 의존하지 않는 균형 잡힌 사고","• Redash, Tableau 등 BI 툴 사용 경험이 있으신 분
• 통계학, 수학 등 데이터 분석 관련 전공하신 분
• IT/커머스/스타트업의 환경에 대한 이해도가 높고, 적성이 맞는 분
• 앱/웹 서비스 데이터 분석 경험이 있으신 분
• 마케팅 데이터 분석 경험
• 국가보훈대상자, 장애인등록증을 보유하신 분"
6,[아이디어스] Product Data Analyst (2년이상~4년미만),백패커(idus),https://www.wanted.co.kr/wd/55172,"- 프로덕트/비즈니스 데이터 분석 및 Key metrics 설계
- AB Test 기반 가설 설정-검증-방향성 도출, 지표 향상 방안 수립
- 프로덕트 지표 및 BI 대시보드 운영
- 퍼널 분석을 위한 로그 데이터 설계","- 비즈니스 데이터 분석 실무 (2년이상~4년미만)
- SQL 활용 능력 상급 (SQL 기술 면접 진행)
- 데이터를 명확하고 쉽게 전달할 수 있는 커뮤니케이션 능력
- 데이터 기반 인사이트를 서비스에 적용할 수 있는 비즈니스 논리 보유
- 데이터에 지나치게 의존하지 않는 균형 잡힌 사고","- 통계학, 수학 등 데이터 분석 관련 전공하신 분
- 앱/웹 서비스 데이터 분석 경험이 있으신 분
- Tableau, Power BI 등 BI 툴 사용 경험이 있으신 분
- IT/커머스/스타트업의 환경에 대한 이해도가 높고, 적성이 맞는 분
- 마케팅, 개발, 앱서비스에 대한 이해 및 경험이 있으신 분"
7,[아이디어스] Product Data Analyst (4년이상~8년미만),백패커(idus),https://www.wanted.co.kr/wd/55174,"- 프로덕트/비즈니스 데이터 분석 및 Key metrics 설계
- AB Test 기반 가설 설정-검증-방향성 도출, 지표 향상 방안 수립
- 프로덕트 지표 및 BI 대시보드 운영
- 퍼널 분석을 위한 로그 데이터 설계","- 비즈니스 데이터 분석 실무 4년 이상~8년 미만
- SQL 활용 능력 상급 (SQL 기술 면접 진행)
- 데이터를 명확하고 쉽게 전달할 수 있는 커뮤니케이션 능력
- 데이터 기반 인사이트를 서비스에 적용할 수 있는 비즈니스 논리 보유
- 데이터에 지나치게 의존하지 않는 균형 잡힌 사고","- 통계학, 수학 등 데이터 분석 관련 전공하신 분
- 앱/웹 서비스 데이터 분석 경험이 있으신 분
- Tableau, Power BI 등 BI 툴 사용 경험이 있으신 분
- IT/커머스/스타트업의 환경에 대한 이해도가 높고, 적성이 맞는 분
- 마케팅, 개발, 앱서비스에 대한 이해 및 경험이 있으신 분"
8,iMarket 쇼핑몰 서비스 기획/운영,아이마켓코리아,https://www.wanted.co.kr/wd/71435,"• 프로젝트 진행 및 관리(PM업무등)
• 프론트/백오프리 기획, UI/UX 설계
• 개발/영업부서 협업 및 지원","• 쇼핑몰 기획/운영 업무 경력 5년이상
• 쇼핑몰 프론트/백오피스 기획 및 운영 경험 필수
• 검색 서비스 기획/운영 경험 필수","• 포털/쇼핑몰 검색 업무 경험자 우대
• Google Analytics 운영 가능자 우대
• 이커머스에 대한 이해도, 원활한 커뮤니케이션 가능자"
9,B2B 오픈마켓 담당자 (시니어),마켓보로,https://www.wanted.co.kr/wd/53800,"• 온라인 판매 기획/상품 운영, 목표 실적(KPI) 관리(코호트 분석, 그로스 지표 관리) 
• 연/분기/월 별 프로모션 전략 및 컨셉 기획,
• GMV 상승을 위한 쿠폰/결제 프로모션 스킴 기획, 운영, 분석
• CS 방향 설정, Seller 프로그램 개선안 돌출 및 고도화   
• 식자재 유통 시장 및 식자재 커머스 플랫폼 시장 조사","• 이커머스/온라인 유료 서비스 운영 유관 경력이 7년 이상이신 분(총괄 경력 우대)
• 그로스마케팅, 퍼포먼스 마케팅을 이해 하시는 분
• 쿠폰 할인, 회원관리, 결제 제휴 프로모션 기획, 운영, 분석 역량을 가지신 분
• 사업, 디자인, 개발, 운영 등 다양한 직군과 원활한 커뮤니케이션이 가능한 분

[업무활용툴]

• Jira, Confluence, Slack, 구글드라이브, MS Office, 스케치, XD, 피그마등 프로토타입툴 및 SQL, 태블로 등 데이터 분석툴","• 사업및 과업의 우선순위(올바른 비전과 전략)를 명확히 결정할 수 있는 분
• 조직을 리딩하여 성과를 내고 변화를 정착시키는 분
• 이커머스, 유통 업계에 대한 관심과 이해도가 높은 분
• 다양하고 복잡한 문제 해결을 즐기시는 분
• 주도적으로 목표를 세우고 달성해 본 경험이 있는 분
• 빠른 속도로 성장하는 스타트업에서 핵심적인 역할을 수행해 본 경험이 있는 분"
10,Business Intelligence Analyst,핏투게더,https://www.wanted.co.kr/wd/71305,"핏투게더의 Busniess 관련 데이터들을 수집/연동하고, 이를 시각화하여 데이터에 기반한 의사결정이 이루어질 수 있도록 지원합니다. 고객의 요구사항과 회사가 보유한  리소스를 연결하여 구성원들이 최선의 의사결정을 내릴 수 있도록 돕는 일을 합니다.
- 각 사업별 이슈 및 회사의 현재와 비전 사이의 차이를 분석하고, 이를 관리할 수 있는 비즈니스 리뷰 지표를 개발합니다.
- 회사의 주요 KPI 현황 관련 대시보드를 구축하고 사내 여러 팀과 소통하여 지속적으로 개선해 나갑니다.
- 세일즈 현황 및 고객사별 서비스 사용 패턴 분석과 관련된 대시보드를 구축하고 개선해 나갑니다.
- 하드웨어 제품의 생산, 재고, 납품 현황 대시보드를 구축하고 개선해 나갑니다.","- Salesforce, Tableau, MySQL 의 3년 이상 사용 경험 및 이에 준하는 숙련도가 있는 분
- 자료구조, 알고리즘을 적절히 활용하여 문제를 해결할 수 있는 분
- 데이터분석과 사업 인사이트 도출 경험이 있으신 분
- Business 관리 지표에 항상 의문을 갖고 개선을 해내는 실행력을 가지신 분","- 컴퓨터공학 / 정보기술 / 통계 등 관련 학과의 학사 이상의 학위를 보유하신 분
- 비지니스/세일즈 오퍼레이션 관련 경력이 있으신 분
- Business intelligence 구조와 체계를 구축해본 경험이 있으신 분
- 스타트업에 대한 이해가 뛰어나신 분
- 축구(스포츠)를 좋아하고 스포츠 데이터에 관심이 많은 분"
11,게이밍 사업기획 매니저,샌드박스네트워크(Sandbox),https://www.wanted.co.kr/wd/70079,"• 매출 및 인플루언스 데이터 분석을 통한 인사이트 도출, 관련 리포트 작성/보고
• 게임 크리에이터/콘텐츠에 기반한 신규 영업/상품계획 수립 및 관리
• 게이밍 광고 사업 운영 구조/프로세스 수립 및 연관 부서 업무 조율","• 논리적 사고력과 데이터 분석에 기반한 문제 해결 능력을 갖고 계신 분
• 창의적인 사고가 가능하며 커뮤니케이션 역량이 우수한 분
• 게임 및 문화산업에 대한 이해도와 열정이 있는 분","• 데이터 분석 관련 업무 경험, 자격증 보유하신 분
• 게임산업에 대한 이해가 높고 게임과 관련된 경험이 있으신 분 
• 문서작성 및 프레젠테이션 능숙하신 분
• 남들보다 월등한 수준의 성실함과 꼼꼼함을 가지신 분
• 전략기획 / 사업개발 / 광고 대행 관련 업무 경력을 보유하신 분
• 등록장애인 및 보훈대상자"
12,Data Analyst,매스프레소(Mathpresso),https://www.wanted.co.kr/wd/30355,"• 서비스 지표 상승 및 문제 해결을 위한 데이터 기반의 인사이트 제공
• 데이터 분석을 위한 데이터 로깅 및 A/B Test 설계, 진행 및 관리
• 서비스 KPI 정의 후 시각화 등을 통한 관리 자동화 및 전사적인 공유
• 데이터 활용과 데이터 기반 사고를 위한 전사적인 코칭 및 지원","• 단순한 아이디어 차원이 아닌 실질적인 action을 위한 구체적인 인사이트를
 제공할 수 있는 데이터 분석 능력 및 비즈니스/서비스 관련 통찰력이 있으신 분
• 데이터 기반의 인사이트를 통해 실질적인 서비스 지표 상승이나 문제 해결의 
경험이 있으신 분
• 모바일 앱 서비스의 데이터 분석에 대한 이해가 높으신 분                        
 (AARRR, Funnel, Cohort 등)
• SQL(Bigquery, Mysql, Redshift 등), Python(Pandas), R, Excel 등을 활용한 
데이터 분석이 가능한 분
• 데이터 분석, 마케팅 자동화, 시각화, A/B Test 등의 데이터 관련 툴
(Firebase, Google Analytics, Appsflyer, Amplitude 등)을 활용한 경험이 있거나 
새로운 툴을 적용하는 데 어려움이 없으신 분
• 정확한 데이터 분석 결과를 위한 수학적/통계적 지식과 높은 수준의 논리적 
사고와 문제 해결 능력이 있으신 분","• Growth팀(Growth Hacking) 또는 Lean Startup에 대한 이해도가 높고 공감할 수 
있으신 분
• 데이터를 활용한 원활한 의사소통과 데이터 기반의 사고 방법을 전사적으로 
공유할 수 있으신 분
• Data Warehouse 관련 지식이나 데이터 분석 환경 및 데이터 접근성을 고도화시킨 경험이 있으신 분
• Python, R, Spark 등의 언어나 프레임워크에 대한 이해가 있으신 분
• 프로덕트, 마케팅, 개발 등 다른 분야에 대한 이해나 경험이 있으신 분
• 교육 서비스 관련 이해도가 높으신 분

[기타 사항]
• 전형 절차: 서류 전형 → 전화 면접 → 1-2차 면접 → 최종 합격
• 제출 서류: 자유 양식의 국문이력서(PDF)
• 근무 형태: 정규직 (수습기간 3개월)
• 근무 지역: 서울시 강남구 선릉로 428, 17층"
13,Data Analyst,클래스101(Class101),https://www.wanted.co.kr/wd/30154,"- 제품팀 혹은 전략팀 소속으로 다양한 팀과 협업하여 임팩트 있는 가설을 설정하고 검증 (본인의 인사이트가 바로 제품에서 구현되어 어떻게 서비스 성장에 도움이 되는지 경험할 수 있음)
- Raw Data를 정제/가공/적재 하고 비즈니스 인사이트가 전달될 수 있도록 대시보드 및 리포트를 구성
- OKR 달성을 위한 A/B 테스트 설계 및 결과 분석
- 이벤트 데이터를 기반으로 한 퍼널 분석","- 분석 결과를 도출하기 위한 논리적 사고 (근거 기반 사고)
- Raw Data를 가공하여 인사이트를 뽑아 낼 수 있는 데이터 핸들링 능력 (데이터 핸들링)
- 분석 데이터를 명확하고 쉽게 전달할 수 있는 커뮤니케이션 능력
- OKR 달성을 위한 시뮬레이션을 진행하여 필요한 액션아이템을 제시할 수 있는 능력 (액션 아이템 도출)

- SQL 활용능력 상급 이상
- 엑셀/구글 스프레드시트 활용능력 상급 이상
- 유관 경력 3년 이상인 분","- 비즈니스 인사이트를 도출하고 실제로 이를 업무에 적용해보신 분
- Tableau, Google Data Studio 등 BI 툴 사용 경험이 있는 분
- Amplitude/Mixpanel 등 프러덕트 분석 툴 사용 경험이 있는 분
- 마케팅, 사업전략, 컨설팅 관련 업무 혹은 대내외 경험이 있는 분
- R/Python 등의 프로그래밍 언어를 활용해 분석
- 데이터 수집 및 처리를 자동화한 경험이 있는 분"
14,[명함관리 크루] Data Analyst,드라마앤컴퍼니(리멤버),https://www.wanted.co.kr/wd/71271,"‘본능이 아닌 숫자로 말한다!’ 데이터 기반의 의사결정 문화가 뿌리내린 환경에서 Data Analyst는 매우 중추적인 역할을 할 수 있습니다. 비즈니스 플랫폼을 지향하는 리멤버의 서비스 데이터를 분석하며, 직접 개선 아이디어를 내고 직접 검증하며 서비스의 변화를 경험하게 됩니다. 드라마앤컴퍼니의 길잡이가 되어주세요!
• 명함관리 서비스 영역 내에서 데이터에 기반한 최적의 의사결정을 내릴 수 있도록 하는 일련의 활동들을 lead & guide & support
• 필요 데이터에 대한 정의 및 준비, 관련 데이터 추출 및 분석, 분석 결과에 대한 공유를 통해 데이터에 기반한 intelligence 제공
• 서비스의 핵심 지표에 대한 정의 및 동료들에게 인사이트를 제공할 수 있는 대시보드 제작 / 모니터링 수행
※ DI팀 Data Analyst 인터뷰 확인 https://bit.ly/3kmrXmu","• 능숙한 SQL 구현 역량을 갖추신 분
• 데이터 분석 관련 업무 경험을 보유하신 분
• 데이터를 바탕으로 의사결정하며 프로젝트를 진행한 경험이 있으신 분
• 유관 부서(UI/UX디자인, 개발 등)와의 원활한 커뮤니케이션 능력","• 모바일, 온라인 서비스의 A/B 테스트 설계 및 결과 분석에 익숙하신 분
• Tableau 활용이 익숙하신 분
• Python을 활용한 데이터 처리 및 분석 역량을 갖추신 분
• 동시다발적으로 진행되는 다양한 업무 속에서도 적시에 분석 결과를 제공할 수 있는 분
• 데이터 분석 결과를 clear하게 정리/공유할 수 있으신 분

제출서류
• 자유형식의 이력서, 지원동기를 포함한 지원서
※ 지원서에는 'Why Drama & Company' 즉, 왜 수많은 회사 중 이 곳에 지원했는지를 꼭 포함해주세요.
• 개인정보 수집 및 이용 동의서
※ 링크의 동의서를 다운로드 받아 작성 후, 입사지원서 제출 시 pdf 파일로 함께 제출해주세요. http://bit.ly/35RXNN3"
15,시니어 서비스 기획자 (Senior Product Manager),에비드넷,https://www.wanted.co.kr/wd/65508,"• New Feature 정책, 기능 정의 및 상세 wireframe 설계
• UX 개선 방향성 기획
• 개발팀과 커뮤니케이션을 통한 문제 정의 및 해결 방안 도출","• 웹 or 모바일 서비스 기획 경험 최소 5년 이상이신 분
• 운영기획 경험이 있으신 분
• 문제해결 및 유관부서 커뮤니케이션 스킬 보유하신 분
• 수만명 이상 사용자를 확보한 서비스 기획 경험을 보유하신 분","• 서비스 런칭 경험
• Tool Friendly 하신 분
• UX 리서치 및 데이터 해석 능력
• 논리적 사고를 바탕으로 추상적 개념을 구체화하여 정리하는 일에 자신 있으신 분"
16,Business Analyst,트렌비,https://www.wanted.co.kr/wd/71101,"• 비즈니스 의사결정 시스템의 효율을 높히기 위한 데이터 분석 활동
• 도메인 데이터 분석을 통한 주요 인사이트와 지표 개발/고도화/제시
• 이커머스  관련 대규모의 (비)정형 데이터를 분석하여 비용 및 생산성 개선 지원
• 데이터 엔지니어, 데이터 사이언티스트를 비롯한 각종 유관 부서와 협업하여 개선 기회 모색 및 운영 생산성 최적화
• 정량적 분석을 수행하여 발생하는 이슈의 근본 원인을 발견하고 데이터를 기반으로 한 솔루션을 제공
• 새로운 비지니스 아이디어 및 전략 도입을 위한 테스트를 설계, 시행 및 분석하여 구체적인 개선안 제공
• 비즈니스 핵심 지표의 설계 및 개발, 비즈니스 인사이트 제공을 위한 자동화된 대시보드 생성, 대시보드 트랙킹 및 유의미한 인사이트의 추출을 위한 데이터 시각화 작업
• 설득력 있는 스토리를 바탕으로 논리적인 솔루션 제시, 데이터를 기반으로 한 액션 시행
• 정기적인 분석을 자동화하여 의사결정의 효율성 제고","• 컴퓨터 공학, 수학, 공학 또는 이에 준하는 관련 분야 학사 학위
• 데이터 정량 분석 경험 (3-5년)
• 중급 이상 SQL 활용 능력 (데이터 추출, 쿼리 작성 등)
• Python, R 등 프로그래밍 언어 사용 경험
• 다양한 이해관계자와 효율적으로 커뮤니케이션을 진행할 수 있는 분
• 데이터 분석 및 이해에 대한 열정, 창의적 사고 및 문제해결 능력은 필수
• 데이터 분석 프로젝트를 도입하고 이끌어 실행 가능한 인사이트와 권고사항을 만들어본 분
• 한국어 능통하신 분","•통계학, OR (Operation Research), 컴퓨터 공학, 정보학, 공학, 응용수학, 경제학 등 수학 관련 분야 석사 학위 소지자 
• 이커머스 경험
• BigData Platform, Data Warehouse, Data Migration 관련 툴과 프레임워크 등 데이터 플랫폼 구성요소의 설계, 개발, 운영 관련 경험
• 대규모 데이터 처리 경험
• Tableau, Power BI 등 데이터 시각화 툴의 사용 경험
• 중급 이상 MS Excel 활용 능력
• 경영진을 포함한 다양한 이해관계자를 대상으로 복잡한 문제를 단순화하여 설명 및 전달할 수 있는 뛰어난 커뮤니케이션 능력"
17,[LG협력사] 광고/마케팅 데이터분석,아티언스,https://www.wanted.co.kr/wd/62173,"• GA360을 활용한 광고/마케팅 데이터 분석
• 광고 채널별 실적 분석 및 인사이트 발굴
• 개인화 마케팅을 위한 Segment 개발","• Google Analytics를 1년 이상 사용해 본 경험이 있으신 분
• SQL을 활용하여 Query 작성이 가능하신 분
• Python, R과 같은 통계 분석 툴 활용이 가능하신 분
• 새로운 마케팅 툴을 배우고 활용하는데 익숙하신 분","• 웹로그 솔루션(Google Analytics, Adobe Analytics 등)을 사용해보신 분
• 데이터 시각화 툴(Tableau, Data Studio)을 다루어 보신 분
• 1년 이상 디지털 캠페인 경험이 있으신 분"
18,[아임포트] Data Analyst,차이코퍼레이션,https://www.wanted.co.kr/wd/69476,"• 단기, 중/장기 사업 전략 수립 및 실행에 필요한 데이터 추출, 분석, 인사이트 도출 및 관리
• 영업, CS, 마케팅, 재무 부서와 긴밀히 협업하며 사업 성장에 필요한 데이터 추출, 분석, 인사이트 도출 및 관리
• 월/분기 단위 주요 성과 지표 관리 및 사업 추진 방향에 대한 인사이트 도출
• 미시적인 관점에서는 다양한 가맹점을, 거시적인 관점으로는 다양한 사업 모델, 결제 모델 및 산업/마켓 상황에 대한 분석 및 인사이트 도출","• 데이터 분석 전문성
• SQL, Python 숙련도","• Jupyter Notebook, Looker, Tableau, Microsoft Suite, G Suite 활용 능력
• 핀테크 사업에 대한 관심과 경험
• 사업 전략 수립의 시발점에 서있는 Role인 만큼, 단순 데이터 추출을 넘어, 다각화된 분석을 통한 전략적 인사이트 도출/사고 능력"
19,사업전략파트 전자출결(서비스비즈) 사업 담당자,키즈노트,https://www.wanted.co.kr/wd/19851,"• 전자출결 사업 운영 담당(파트너사 관리, 수익 정산, 신규 고객 창출, 사업 관련 이슈 대응 등)
• 교사 전자출결, 스마트 체온계 상품 등 IoT상품과 원홈페이지 등 키즈노트의 B2B 대상 서비스 수익 사업 디벨롭 및 신규 개발
• 담당 사업 성장 위한 액션

* 전자출결사업이란 : 보건복지부에서 진행하는 어린이집 전자출결사업의 일환으로 원과 아이에게 배포된 IoT장비를 통해 출결이 자동 수집되고, 수집된 출결데이터를 기반으로 보육료를 산정하는 사업으로 키즈노트는 출결데이터 관리 및 학부모 알림, 보건복지부로 데이터 전송 등의 역할을 하고 있습니다.","- 경력 2년 이상
- 사업 목표 및 KPI를 설정하고 달성하는 역량
- 내실 있는 사업 운영을 위해 꼼꼼하고 디테일에 강하신 분 
- 논리적인 사고를 기반으로 사업 기회를 창출하는 분 
- 급변하는 시장 대응 위한 빠른 실행력과 다양한 업무에 대한 적응력/수용력을 가지신 분 
- 영유아 및 IT서비스 시장에 대한 관심 및 문제의식을 가지신 분
- 서비스/디자인/개발 등 내부 유관부서 및 파트너사, 고객 등과 원활한 커뮤니케이션 및 협업 가능하신 분  
- 회사의 성장과 함께 성장하고자 하는 의지가 강하신 분","• 어린이집/유치원/학원/학교 등 관련 서비스 사업기획 경험 
• 데이터 수집 설계 및 분석/해석 능력(GA, 파이썬 등 세팅 및 활용 경험) 
• 사업 성장을 위한 그로스해킹, 퍼포먼스 마케팅 경험 
• 브랜딩 관점에서 고객 메시지 작성 및 관리 경험 
• 외국어 능력(영어, 일어 등)"
20,Strategic Plan - 전략 기획,포비즈코리아,https://www.wanted.co.kr/wd/65040,"• 시장 및 데이터 분석을 통한 서비스/사업 개선 인사이트 도출 (in-house consulting)
• 리서치 : 성장 전략, 재무 전략 수립과 실행에 필요한 리서치
• 마케팅 : 마케팅 전략 / 실행 / 분석 참여
• 중장기 사업계획 및 비즈니스 제안서 작성 및 디자인
• 손익분석
• 글로벌 조직과 커뮤니케이션","• Excellent English and / or Chinese
• Challenging attitude
• Analytic research 사용 경험자 
• MS office 중급 이상
• 창업경험 preferred
• E-commerce, Software 경력 preferred
• 경영기획, 연간사업계획, 예산계획 경력 preferred","• 이커머스, SaaS 관련 업종 경력 혹은 서비스 지식 보유 하신분"
21,Business Data Analyst,"브레이브모바일(숨고,Soomgo)",https://www.wanted.co.kr/wd/20147,"[숨고 Business Data Analyst]
숨고는 데이터 기반 의사결정을 중요하게 생각하며, 의사결정을 도울 데이터를 수집하는데 많은 투자를 진행해왔습니다. 지난 3년간 200만 이상 사용자의 데이터 정보를 수집했으며, 수집된 데이터를 활용해서 비즈니스 성장을 이끌 인사이트를 제공해줄 데이터 애널리스트를 찾고 있습니다.

[숨고 데이터 애널리스트가 고민할 이슈 예제]
• 신규 가입한 고수가 가장 빠르게 hire 시킬 수 있는 방안 도출
• 신규 도입한 서비스의 요청서 질문의 A/B Test를 어떻게 적용해야 하는가?
• 재결제하는 고수의 행동 패턴 도출
• 고객이 고수를 선택할 때 가장 중요한 요소는?
• 고수의 첫 결제를 유도할 수 있는 적정 고객 수는?","• SQL로 원하는 데이터를 추출 가능
• Data Taxonomy 설계 / 구축 경험
• Web + App Event Tracker 셋팅 / 구축 경험 (Google Analytics, Google Tag Manager, Firebase, Amplitude, Segment, 등)
• Behavior Data 분석 경험 (Google Analytics, Firebase, Amplitude, 등)
• 다양한 A/B Test를 비즈니스에 적용하고 개선한 경험 (Google Optimize, Optimizely, 등)","• Python 또는 R 을 사용하여 데이터 분석에 활용 가능
• 경영학, 통계학, 경제학, data analysis 등 관련 전공 또는 데이터 분석 관련 경력 있으신 분
• O2O 및 플랫폼 비즈니스 경험"
